"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"0500000US13027","Brooks County, Georgia","6392","217","14.7","4.0","8.7","3.3","12.3","3.0","11.3","3.2","13.3","2.8","17.4","3.7","8.0","2.6","8.1","2.2","2.2","1.1","4.1","1.8","37516","4438","60643","8752","49.6","(X)","(X)","(X)","(X)","(X)","4118","301","12.0","4.9","4.6","3.4","8.5","2.7","8.6","3.1","14.3","3.6","21.2","4.8","10.6","3.5","11.8","3.3","2.5","1.6","5.9","2.7","53731","13342","76771","13128","(X)","(X)","53.0","(X)","(X)","(X)","2995","296","5.8","3.6","1.6","2.2","8.0","3.0","7.0","3.8","13.5","4.7","25.9","6.1","13.3","4.6","14.4","4.4","3.4","2.2","7.0","3.4","62327","5348","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2274","299","21.7","6.5","15.9","6.2","19.2","6.4","14.2","6.1","11.7","4.2","10.6","4.8","2.9","2.7","1.4","1.6","1.6","2.2","0.8","0.8","18528","4388","30705","4500","(X)","(X)","(X)","(X)","43.4","(X)"
"0500000US13029","Bryan County, Georgia","13503","293","5.0","1.7","2.2","0.8","7.1","1.8","6.1","1.4","10.3","2.1","18.2","2.8","14.6","2.1","20.0","2.9","10.0","2.1","6.6","1.8","76121","4297","92255","4077","35.9","(X)","(X)","(X)","(X)","(X)","10415","458","3.4","1.5","1.3","0.8","5.9","2.1","4.7","1.5","7.4","2.3","19.7","2.9","15.5","2.7","21.8","3.2","12.5","2.6","7.7","2.2","88724","5370","101401","4672","(X)","(X)","35.1","(X)","(X)","(X)","7944","508","1.1","1.1","0.9","0.8","3.1","1.4","2.6","1.1","4.7","1.6","18.5","3.1","17.1","3.5","27.2","4.0","15.1","3.4","9.8","2.9","102266","5821","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3088","427","12.9","6.1","4.5","2.1","12.7","4.6","11.5","5.1","17.1","5.2","19.9","7.8","10.0","5.2","7.4","3.1","2.0","2.1","1.9","1.9","41955","4693","54046","8262","(X)","(X)","(X)","(X)","34.6","(X)"
"0500000US13031","Bulloch County, Georgia","27967","645","8.2","1.2","6.1","1.1","13.0","1.6","9.1","1.3","15.1","1.9","17.7","2.0","11.8","1.7","13.5","2.2","2.1","0.6","3.3","0.9","48786","1980","68142","7012","33.1","(X)","(X)","(X)","(X)","(X)","17002","648","4.3","1.2","3.1","1.0","9.4","2.0","7.5","1.8","13.0","2.2","20.5","2.5","13.9","2.4","20.1","3.3","3.2","1.0","5.0","1.4","64248","4051","87014","11288","(X)","(X)","32.4","(X)","(X)","(X)","11719","648","0.8","0.6","0.9","0.6","5.6","1.7","5.1","1.6","10.6","2.3","21.5","2.9","17.3","3.3","26.5","4.4","4.6","1.4","7.1","2.0","82864","5229","106065","15587","(X)","(X)","(X)","(X)","(X)","(X)","10965","651","15.1","2.9","12.0","2.4","20.1","3.0","11.5","2.7","17.9","3.3","13.0","2.8","6.6","2.2","2.9","1.2","0.1","0.2","0.7","0.7","27662","3251","35958","2483","(X)","(X)","(X)","(X)","33.0","(X)"
"0500000US13033","Burke County, Georgia","7953","336","7.9","2.0","7.6","2.4","10.2","2.4","11.7","3.5","17.5","3.4","14.5","3.3","10.6","2.2","12.8","2.6","3.7","1.8","3.5","1.9","45699","3183","65164","6276","48.0","(X)","(X)","(X)","(X)","(X)","5530","369","4.0","1.6","4.2","2.4","8.8","2.7","13.5","4.4","16.9","4.0","13.7","3.0","13.1","3.0","17.8","3.8","3.8","1.9","4.2","2.4","54819","11359","75829","8090","(X)","(X)","51.3","(X)","(X)","(X)","3895","330","0.6","0.6","3.1","2.7","5.5","2.7","9.4","3.8","16.5","4.5","14.0","3.6","16.4","4.4","23.7","5.1","5.1","2.8","5.6","3.3","76332","7488","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2423","372","18.0","5.8","15.4","5.1","16.6","5.6","8.1","4.7","14.8","6.0","19.8","7.8","2.4","1.8","1.5","1.5","2.7","3.5","0.7","1.3","25018","7881","37467","6360","(X)","(X)","(X)","(X)","40.3","(X)"
"0500000US13035","Butts County, Georgia","8342","355","4.8","1.8","5.8","2.5","10.2","3.0","11.0","2.8","19.9","3.9","15.9","3.8","11.9","3.2","14.0","3.4","4.4","1.9","2.1","1.1","48282","4673","69980","7656","35.4","(X)","(X)","(X)","(X)","(X)","6142","354","4.3","2.2","3.7","2.8","9.2","3.5","12.8","4.1","13.7","3.7","16.7","4.5","14.0","4.0","17.5","4.7","5.8","2.4","2.3","1.3","61188","6586","76606","8140","(X)","(X)","33.3","(X)","(X)","(X)","4139","352","1.7","1.7","1.1","1.6","4.8","3.3","7.7","3.6","12.4","4.1","20.9","6.1","18.3","5.4","22.5","6.3","8.6","3.6","1.9","1.4","76083","7676","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2200","353","8.0","4.8","11.7","5.3","16.3","7.1","14.0","6.1","32.0","7.4","8.3","4.9","5.2","3.9","2.3","1.8","0.5","0.9","1.7","1.6","34971","4033","46594","13497","(X)","(X)","(X)","(X)","40.1","(X)"
"0500000US13037","Calhoun County, Georgia","1726","145","11.1","3.5","7.0","3.0","15.3","4.0","9.8","3.6","14.5","4.4","21.6","6.3","8.9","4.1","7.1","2.8","3.3","2.1","1.4","1.4","41962","3852","53560","5497","47.4","(X)","(X)","(X)","(X)","(X)","1216","147","8.7","4.3","2.6","2.7","11.6","4.2","13.7","5.2","13.9","5.5","24.9","9.0","11.3","5.0","9.0","3.7","3.4","2.5","0.9","1.0","49531","10765","58634","5600","(X)","(X)","48.0","(X)","(X)","(X)","629","118","6.4","4.8","0.0","6.9","9.9","6.0","16.1","7.3","12.2","6.1","14.8","5.7","17.5","9.5","14.9","6.8","6.5","4.7","1.7","1.9","57875","19312","N","N","(X)","(X)","(X)","(X)","(X)","(X)","510","89","18.6","8.2","17.5","7.1","24.1","8.9","3.3","2.3","16.3","8.6","10.2","6.3","4.7","4.6","2.5","3.3","0.0","8.4","2.7","4.2","18684","5412","36290","10118","(X)","(X)","(X)","(X)","45.9","(X)"
"0500000US13039","Camden County, Georgia","19746","450","6.5","1.6","3.8","1.4","8.6","1.2","9.1","1.6","15.1","2.4","17.3","2.0","14.1","2.3","17.1","2.3","5.4","1.1","3.0","0.8","60594","4451","74348","4242","27.9","(X)","(X)","(X)","(X)","(X)","14275","587","6.1","1.8","3.5","1.5","6.6","1.4","8.0","1.9","13.9","2.3","17.4","2.5","14.2","2.8","20.7","2.9","6.0","1.3","3.7","1.0","68288","5419","81215","5451","(X)","(X)","28.8","(X)","(X)","(X)","10353","634","0.7","0.7","0.8","0.7","3.7","1.3","6.0","2.0","12.9","2.3","19.5","3.2","16.5","3.0","26.6","3.7","8.2","1.8","5.0","1.4","82868","6705","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5471","527","8.6","3.0","5.9","3.1","15.2","3.6","12.0","3.1","19.2","5.1","16.9","4.0","12.3","4.1","5.8","2.7","3.6","1.9","0.5","0.6","39758","3507","51830","4407","(X)","(X)","(X)","(X)","24.4","(X)"
"0500000US13043","Candler County, Georgia","4042","176","11.8","3.4","7.0","2.4","18.3","3.7","11.9","4.0","11.2","2.9","14.8","3.7","11.1","3.5","10.6","2.7","1.7","1.0","1.7","1.4","36955","7815","54204","6675","55.1","(X)","(X)","(X)","(X)","(X)","2722","211","8.8","3.7","5.7","2.8","13.0","3.3","12.5","4.8","13.1","3.5","15.2","5.1","14.8","4.9","13.3","3.5","2.5","1.5","1.2","1.3","44683","7354","57608","4917","(X)","(X)","56.1","(X)","(X)","(X)","1780","204","2.9","2.5","1.3","1.2","5.6","2.9","13.4","6.3","14.0","4.6","16.5","5.8","21.1","7.4","19.5","5.3","3.8","2.3","1.9","2.1","67500","12349","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1320","195","23.3","8.8","10.0","5.9","29.3","8.6","7.7","5.1","10.7","5.3","10.5","5.3","3.9","3.2","2.0","2.1","0.0","3.3","2.6","3.0","18849","4590","42675","15781","(X)","(X)","(X)","(X)","49.5","(X)"
"0500000US13045","Carroll County, Georgia","42196","594","7.0","1.5","3.7","0.9","9.8","1.4","9.5","1.3","13.7","1.4","18.7","1.8","14.7","1.7","14.9","1.8","4.8","0.9","3.2","0.7","59197","3241","71916","2378","34.5","(X)","(X)","(X)","(X)","(X)","30239","917","3.9","1.1","3.1","1.0","6.9","1.4","8.2","1.7","13.0","1.7","18.7","2.2","17.2","2.4","18.7","2.3","6.3","1.3","4.0","0.9","69844","3481","82295","3039","(X)","(X)","36.0","(X)","(X)","(X)","20899","1024","1.3","0.6","1.6","1.0","3.6","1.1","6.6","1.6","10.5","1.8","19.1","2.5","19.4","2.8","24.1","3.0","8.7","1.8","5.1","1.2","84745","4306","96467","3799","(X)","(X)","(X)","(X)","(X)","(X)","11957","920","16.0","3.9","6.0","1.7","17.8","3.8","12.1","2.5","19.7","3.3","16.3","3.2","8.1","2.6","3.1","1.3","0.2","0.2","0.6","0.4","33580","2911","39170","2488","(X)","(X)","(X)","(X)","29.2","(X)"
"0500000US13047","Catoosa County, Georgia","25151","433","4.6","1.6","4.8","1.2","8.3","1.6","10.4","1.5","15.0","1.9","18.6","1.9","14.8","1.9","15.5","1.9","4.0","0.8","4.0","1.1","58932","3606","73225","3366","29.6","(X)","(X)","(X)","(X)","(X)","18119","787","3.7","1.8","1.3","0.8","4.8","1.4","8.2","1.8","14.7","2.5","20.5","2.3","16.9","2.3","19.9","2.7","4.8","1.0","5.1","1.5","70909","2600","83732","4059","(X)","(X)","28.6","(X)","(X)","(X)","14552","834","0.4","0.3","0.8","0.6","3.0","0.9","8.1","1.8","14.8","2.9","19.2","2.5","18.5","2.8","23.0","3.1","5.9","1.3","6.2","1.8","80960","6232","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7032","803","8.4","2.8","13.6","3.2","18.0","3.9","16.2","3.2","16.7","3.7","13.6","3.8","7.4","3.3","3.8","1.7","1.2","1.1","1.2","0.9","30828","4553","42801","4389","(X)","(X)","(X)","(X)","32.0","(X)"
"0500000US13049","Charlton County, Georgia","3826","191","10.2","2.9","5.6","2.3","19.5","4.0","5.7","2.3","16.4","3.8","20.3","4.5","8.5","3.4","11.0","3.3","1.1","1.1","1.7","1.1","42743","4248","53496","5404","42.8","(X)","(X)","(X)","(X)","(X)","2623","219","5.6","3.4","5.3","2.8","17.3","4.9","4.6","2.5","16.5","4.7","23.9","6.3","9.7","4.1","14.2","4.6","1.4","1.4","1.6","1.7","50442","6185","60054","7098","(X)","(X)","42.0","(X)","(X)","(X)","2045","216","2.0","1.8","1.3","1.7","15.8","5.8","3.8","2.5","17.6","5.7","25.6","7.3","12.4","5.2","17.7","6.0","1.8","1.8","2.0","2.2","60724","10026","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1203","216","20.3","9.2","8.1","5.2","24.2","10.3","7.7","4.6","14.9","6.5","14.7","10.1","5.8","7.9","2.2","2.4","0.0","3.7","2.1","2.6","24284","7153","36791","8917","(X)","(X)","(X)","(X)","44.5","(X)"
"0500000US13051","Chatham County, Georgia","109868","983","6.6","0.6","4.4","0.5","8.8","0.7","9.3","0.8","14.2","1.1","17.3","1.1","13.5","1.0","14.4","1.0","5.3","0.5","6.1","0.6","57739","1940","82657","2684","42.9","(X)","(X)","(X)","(X)","(X)","66947","1541","4.8","0.7","2.8","0.6","6.1","0.7","8.5","1.1","12.6","1.4","17.1","1.4","15.1","1.1","17.9","1.4","7.3","0.7","7.8","0.8","71822","2925","97065","3944","(X)","(X)","44.8","(X)","(X)","(X)","44525","1380","1.8","0.7","1.2","0.5","3.4","0.8","4.7","0.9","9.4","1.4","16.2","1.5","18.2","1.7","23.6","1.9","10.7","1.1","10.9","1.0","93636","2204","120432","4899","(X)","(X)","(X)","(X)","(X)","(X)","42921","1678","10.1","1.0","7.5","0.9","13.8","1.5","11.4","1.3","16.9","1.7","17.2","1.8","9.8","1.6","8.0","1.3","2.0","0.7","3.2","1.0","41765","1565","57375","3259","(X)","(X)","(X)","(X)","38.3","(X)"
"0500000US13053","Chattahoochee County, Georgia","2550","251","9.5","3.6","5.8","3.3","10.8","4.7","7.4","2.9","22.5","5.8","16.3","4.7","14.0","3.5","9.6","3.2","2.5","1.8","1.6","1.7","45700","5319","65044","12836","38.7","(X)","(X)","(X)","(X)","(X)","1941","198","7.9","4.7","2.7","2.5","11.7","5.3","9.4","3.7","24.0","6.2","13.9","4.5","15.6","4.4","10.8","3.9","1.9","1.8","2.2","2.2","47321","6620","70571","16848","(X)","(X)","35.1","(X)","(X)","(X)","1320","205","7.2","6.2","0.0","3.3","1.1","1.1","10.0","4.6","25.0","6.6","15.1","6.1","19.7","6.7","15.9","5.3","2.8","2.6","3.2","3.1","60648","15736","N","N","(X)","(X)","(X)","(X)","(X)","(X)","609","167","14.6","9.1","15.6","10.7","13.0","9.6","3.1","3.3","13.5","9.1","23.2","10.2","6.9","4.8","5.7","4.1","4.4","4.7","0.0","7.1","37250","17347","45749","8534","(X)","(X)","(X)","(X)","48.8","(X)"
"0500000US13055","Chattooga County, Georgia","9106","368","10.5","3.2","8.2","2.2","13.5","2.6","14.6","2.8","17.7","2.8","16.8","2.9","8.6","2.4","7.1","1.6","2.4","1.3","0.8","0.6","37351","3864","48823","3507","28.8","(X)","(X)","(X)","(X)","(X)","5712","334","5.7","3.0","3.3","2.0","10.0","2.7","15.1","3.6","22.0","3.4","19.7","3.1","8.8","2.6","10.8","2.4","3.6","2.1","1.1","0.9","47639","3564","59164","4895","(X)","(X)","30.7","(X)","(X)","(X)","4271","379","2.3","1.4","2.7","2.0","4.7","1.7","13.2","4.3","21.6","4.4","23.4","3.8","11.4","3.4","14.4","3.1","4.8","2.7","1.5","1.2","54326","3578","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3394","420","18.8","6.0","16.7","5.0","21.5","4.8","16.4","5.3","11.0","3.9","8.5","4.2","5.7","4.6","0.8","0.7","0.3","0.5","0.1","0.3","20541","3177","28795","3737","(X)","(X)","(X)","(X)","25.1","(X)"
"0500000US13057","Cherokee County, Georgia","90372","664","3.4","0.7","2.4","0.5","5.5","0.7","5.9","0.8","9.8","1.0","16.6","1.2","15.4","1.1","20.1","1.4","11.2","1.2","9.8","1.0","84817","2483","104437","3124","34.0","(X)","(X)","(X)","(X)","(X)","68321","1319","2.4","0.7","1.4","0.4","3.7","0.8","4.6","0.8","7.7","0.9","15.2","1.3","16.8","1.4","22.5","1.6","13.7","1.5","12.0","1.2","97543","2827","116984","3834","(X)","(X)","33.9","(X)","(X)","(X)","55618","1650","1.3","0.4","0.6","0.4","2.0","0.6","3.7","0.8","6.8","1.0","14.3","1.3","16.5","1.5","25.0","1.8","15.6","1.7","14.1","1.5","107971","3017","127089","3844","(X)","(X)","(X)","(X)","(X)","(X)","22051","1245","7.1","1.8","6.0","1.5","11.8","2.1","10.6","1.8","16.1","2.6","21.3","3.1","10.8","1.9","11.2","2.1","2.7","1.0","2.4","0.8","47147","5334","61150","2995","(X)","(X)","(X)","(X)","33.4","(X)"
"0500000US13059","Clarke County, Georgia","50284","604","12.6","1.3","7.0","1.1","14.2","1.5","11.6","1.4","12.3","1.1","14.4","1.2","9.3","1.0","10.5","1.1","4.4","0.7","3.8","0.4","40363","2053","62394","1945","35.5","(X)","(X)","(X)","(X)","(X)","24265","885","5.3","1.2","4.3","1.1","9.2","1.7","10.5","2.1","11.7","1.6","15.6","1.8","13.0","1.8","15.3","1.5","8.1","1.3","7.0","1.0","61621","3364","87643","4124","(X)","(X)","38.0","(X)","(X)","(X)","15504","792","1.2","0.5","1.8","1.0","5.8","1.6","6.9","1.9","9.8","1.8","16.3","2.1","15.9","2.4","20.4","2.1","11.6","2.1","10.5","1.4","87450","5554","112654","5899","(X)","(X)","(X)","(X)","(X)","(X)","26019","1000","19.8","2.2","9.9","1.9","19.2","2.4","13.9","1.9","12.7","1.8","12.4","1.8","5.6","1.2","5.1","1.4","0.8","0.3","0.6","0.3","25685","1659","36495","1859","(X)","(X)","(X)","(X)","32.3","(X)"
"0500000US13061","Clay County, Georgia","1313","172","16.0","6.9","11.8","6.6","13.9","5.8","12.4","5.7","17.9","7.7","9.1","5.2","11.7","5.8","3.7","2.5","2.7","2.7","0.8","1.1","32434","11329","43190","6125","33.4","(X)","(X)","(X)","(X)","(X)","671","105","7.0","4.3","6.3","5.3","16.2","9.8","18.5","9.5","11.0","6.3","9.5","9.2","17.6","8.9","7.2","4.8","5.2","5.2","1.5","2.0","42629","17271","57281","10105","(X)","(X)","49.3","(X)","(X)","(X)","444","115","1.4","2.1","5.6","7.5","8.6","10.1","19.1","10.7","12.6","8.7","12.8","13.7","18.9","9.5","10.8","7.2","7.9","7.6","2.3","3.1","70156","41858","N","N","(X)","(X)","(X)","(X)","(X)","(X)","642","172","25.4","12.3","17.6","12.3","11.5","6.2","6.1","5.4","25.1","13.5","8.7","6.5","5.6","8.1","0.0","6.8","0.0","6.8","0.0","6.8","22583","13734","28453","6443","(X)","(X)","(X)","(X)","16.7","(X)"
"0500000US13063","Clayton County, Georgia","96826","843","6.7","0.8","3.7","0.5","11.6","1.0","11.7","1.0","16.9","1.1","20.8","1.3","12.4","1.1","11.5","1.1","3.1","0.6","1.6","0.4","49460","1144","61523","1434","46.9","(X)","(X)","(X)","(X)","(X)","64979","1583","5.2","0.9","2.7","0.6","10.6","1.4","10.7","1.3","16.6","1.4","20.4","1.7","14.0","1.3","13.8","1.6","3.9","0.8","2.1","0.5","54214","1685","68200","2015","(X)","(X)","49.2","(X)","(X)","(X)","32332","1335","1.6","0.6","1.4","0.6","4.7","1.1","7.2","1.3","13.2","1.7","23.0","2.5","19.6","2.4","19.3","2.3","6.2","1.4","3.6","0.9","73552","2899","86967","3633","(X)","(X)","(X)","(X)","(X)","(X)","31847","1481","11.8","1.7","6.2","1.3","16.2","1.9","16.7","1.9","17.2","1.9","18.8","1.9","7.3","1.4","4.9","1.3","0.5","0.3","0.4","0.3","34333","1849","42092","1834","(X)","(X)","(X)","(X)","39.9","(X)"
"0500000US13065","Clinch County, Georgia","2387","244","22.2","6.0","3.6","1.9","11.4","4.8","9.0","4.4","13.5","5.0","21.8","5.2","6.3","3.2","9.8","4.6","1.2","1.3","1.1","1.4","38844","11103","47058","7303","38.2","(X)","(X)","(X)","(X)","(X)","1668","224","17.4","5.9","1.9","1.5","6.0","3.8","10.7","6.3","13.1","6.4","24.4","6.8","9.1","4.6","14.1","6.5","1.7","1.9","1.6","2.0","50673","9015","57344","8850","(X)","(X)","42.3","(X)","(X)","(X)","1151","201","13.4","5.3","2.1","1.8","5.0","4.5","9.6","6.1","10.1","6.6","25.8","8.0","12.9","6.6","16.4","8.7","2.4","2.7","2.3","2.8","61169","10022","N","N","(X)","(X)","(X)","(X)","(X)","(X)","719","160","33.2","11.7","7.4","5.0","24.8","12.2","4.9","3.5","14.6","7.7","15.2","9.8","0.0","6.1","0.0","6.1","0.0","6.1","0.0","6.1","18125","2764","22970","5333","(X)","(X)","(X)","(X)","28.7","(X)"
"0500000US13067","Cobb County, Georgia","283359","1335","4.2","0.4","2.0","0.3","5.5","0.4","6.9","0.4","10.7","0.6","17.2","0.6","13.4","0.5","18.1","0.7","10.1","0.5","11.9","0.5","80830","1167","108658","1560","34.7","(X)","(X)","(X)","(X)","(X)","190378","2466","2.4","0.4","0.9","0.2","3.8","0.5","5.2","0.4","9.2","0.5","15.4","0.8","13.5","0.6","21.0","0.8","12.6","0.7","16.0","0.7","99099","1666","126866","2012","(X)","(X)","36.0","(X)","(X)","(X)","142220","2644","1.0","0.2","0.5","0.1","2.0","0.4","3.4","0.4","6.9","0.6","13.5","0.8","14.0","0.7","23.4","0.9","15.2","0.9","20.2","0.8","117483","2139","145690","2487","(X)","(X)","(X)","(X)","(X)","(X)","92981","2221","8.5","0.8","4.2","0.7","9.9","0.9","11.1","1.0","14.0","1.1","21.0","1.3","12.6","1.0","11.6","1.1","4.1","0.6","3.1","0.6","51894","1323","67776","2152","(X)","(X)","(X)","(X)","30.6","(X)"
"0500000US13069","Coffee County, Georgia","14832","473","11.5","2.3","7.1","1.8","13.6","2.0","9.9","2.0","15.9","2.5","18.2","2.8","9.2","2.1","9.6","2.1","3.2","1.1","1.8","0.7","42526","2986","55315","3409","38.6","(X)","(X)","(X)","(X)","(X)","10103","613","8.8","2.4","3.3","1.6","9.0","2.3","9.6","2.0","17.2","3.2","21.2","3.9","11.4","2.9","12.6","2.9","4.4","1.5","2.6","1.1","51421","2877","66377","4862","(X)","(X)","41.0","(X)","(X)","(X)","6955","485","3.9","2.3","0.5","0.6","6.4","2.3","8.0","2.3","17.6","4.0","24.5","4.8","13.7","3.6","16.2","3.9","5.3","2.1","3.7","1.6","61088","3183","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4729","553","19.1","5.1","16.1","4.7","23.9","4.2","10.2","3.7","12.8","4.5","9.9","4.1","4.1","2.0","3.6","2.4","0.0","0.9","0.1","0.2","21255","3038","29873","3231","(X)","(X)","(X)","(X)","33.3","(X)"
"0500000US13071","Colquitt County, Georgia","15865","409","11.2","1.9","8.4","1.8","15.1","2.5","12.1","1.9","14.0","2.4","13.7","2.6","10.0","1.9","11.6","1.7","1.9","0.8","2.0","0.8","36799","2047","54362","3201","47.7","(X)","(X)","(X)","(X)","(X)","10212","561","7.4","2.2","4.6","1.8","11.8","2.7","12.6","2.0","14.6","2.9","16.9","3.1","11.6","2.6","15.3","2.2","2.4","1.0","2.8","1.2","48116","5984","64638","4556","(X)","(X)","48.7","(X)","(X)","(X)","6641","548","2.0","1.3","3.1","1.7","4.5","1.7","12.1","2.8","11.8","3.4","20.6","4.2","16.7","4.0","21.3","3.4","3.7","1.6","4.1","1.8","67159","5728","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5653","518","19.3","4.3","16.2","4.3","22.1","4.8","11.2","3.7","13.1","3.8","9.0","3.3","3.8","2.2","3.7","2.1","0.9","0.9","0.6","0.6","20146","3328","32600","4227","(X)","(X)","(X)","(X)","45.3","(X)"
"0500000US13073","Columbia County, Georgia","48233","1061","2.9","0.8","1.5","0.4","5.9","1.0","6.3","1.1","9.3","1.3","19.0","2.0","15.1","1.7","20.1","1.8","11.0","1.2","9.0","1.0","82251","3634","102422","3238","35.3","(X)","(X)","(X)","(X)","(X)","36301","1120","2.0","0.6","0.7","0.3","3.7","1.0","4.7","0.9","7.3","1.4","18.7","2.4","16.8","2.0","22.0","2.0","13.6","1.6","10.5","1.2","92678","3285","112825","3550","(X)","(X)","34.4","(X)","(X)","(X)","29539","1258","0.6","0.5","0.5","0.3","1.5","0.6","3.7","0.9","6.4","1.4","16.3","2.1","17.4","2.1","24.8","2.2","16.0","1.9","12.8","1.5","107253","6112","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11932","856","6.3","2.3","4.1","1.4","12.6","3.1","11.2","2.7","16.0","3.5","20.7","3.4","10.6","2.7","12.5","3.2","2.8","1.2","3.2","1.3","49720","5741","66883","5323","(X)","(X)","(X)","(X)","37.2","(X)"
"0500000US13075","Cook County, Georgia","6202","229","11.0","2.8","7.7","1.9","14.9","3.2","12.3","2.6","12.7","3.1","16.9","3.1","11.2","2.5","7.8","1.7","3.4","1.5","2.1","1.6","40943","6563","55801","4502","46.5","(X)","(X)","(X)","(X)","(X)","4284","230","6.3","2.6","6.0","2.6","12.0","3.7","14.1","3.5","16.2","4.0","14.7","3.3","12.1","3.2","10.7","2.6","4.9","2.2","2.9","2.2","48387","1774","65329","5893","(X)","(X)","46.2","(X)","(X)","(X)","3086","235","2.2","1.7","4.8","3.2","7.7","4.6","11.0","3.8","15.9","5.2","17.7","4.1","16.5","4.1","13.7","3.6","6.8","3.1","3.7","3.0","61329","6151","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1918","230","22.5","6.9","12.9","4.1","25.8","7.5","7.4","5.0","7.7","4.3","17.0","6.4","5.0","3.7","1.7","1.3","0.0","2.3","0.0","2.3","19187","5478","29089","3878","(X)","(X)","(X)","(X)","42.8","(X)"
"0500000US13077","Coweta County, Georgia","53104","426","3.7","0.7","2.8","0.6","6.1","1.0","6.5","0.8","10.8","1.3","16.9","1.5","14.8","1.2","21.0","1.4","9.4","1.1","8.0","0.8","79795","2303","99012","3336","40.5","(X)","(X)","(X)","(X)","(X)","39651","954","2.3","0.7","1.1","0.4","4.8","1.1","5.5","0.8","8.2","1.1","16.2","1.6","15.5","1.3","25.7","1.7","11.2","1.2","9.5","1.1","93771","2912","110221","3954","(X)","(X)","40.0","(X)","(X)","(X)","30823","1081","0.8","0.3","0.6","0.3","2.0","0.7","3.2","0.7","6.6","1.0","15.7","1.8","16.1","1.5","29.7","2.2","13.6","1.5","11.7","1.4","105846","2900","123035","3720","(X)","(X)","(X)","(X)","(X)","(X)","13453","944","8.5","2.2","8.7","2.2","11.8","2.3","9.8","1.8","18.1","3.3","18.1","2.9","11.6","2.1","7.2","1.8","3.8","1.8","2.4","1.0","41874","1826","56832","3744","(X)","(X)","(X)","(X)","40.5","(X)"
